forecast_id,item_id,warehouse_id,forecast_start_date,forecast_end_date,forecasted_quantity,confidence_level
FCAST-000313,PROD-00075,WH-IN-0235,2025-09-03,2025-12-02,1326,0.75
FCAST-000314,PROD-00728,WH-IN-0030,2025-09-05,2025-11-04,1100,0.65
FCAST-000315,PROD-00489,WH-IN-0492,2025-09-01,2025-11-30,963,0.84
FCAST-000316,PROD-00500,WH-IN-0468,2025-09-02,2025-12-01,1470,0.94
FCAST-000317,PROD-00410,WH-IN-0091,2025-09-03,2025-09-10,768,0.75
FCAST-000318,PROD-00575,WH-IN-0943,2025-09-05,2025-11-04,312,0.92
FCAST-000319,PROD-00162,WH-IN-0394,2025-09-04,2025-11-03,92,0.84
FCAST-000320,PROD-00375,WH-IN-0351,2025-09-02,2025-10-02,256,0.68
FCAST-000321,PROD-00349,WH-IN-0007,2025-09-01,2025-10-31,1686,0.79
FCAST-000322,PROD-00581,WH-IN-0148,2025-09-01,2025-09-08,323,0.73
FCAST-000323,PROD-00822,WH-IN-0626,2025-09-04,2025-10-04,730,0.74
FCAST-000324,PROD-00542,WH-IN-0920,2025-09-03,2025-11-02,253,0.69
FCAST-000325,PROD-00658,WH-IN-0541,2025-08-30,2025-10-29,911,0.92
FCAST-000326,PROD-00095,WH-IN-0128,2025-08-31,2025-09-15,58,0.68
FCAST-000327,PROD-00245,WH-IN-0369,2025-09-01,2025-10-01,1441,0.66
FCAST-000328,PROD-00270,WH-IN-0978,2025-08-30,2025-10-29,607,0.62
FCAST-000329,PROD-00832,WH-IN-0588,2025-08-29,2025-09-05,1461,0.92
FCAST-000330,PROD-00017,WH-IN-0163,2025-09-04,2025-11-03,1925,0.83
FCAST-000331,PROD-00225,WH-IN-0791,2025-09-01,2025-10-31,1910,0.74
FCAST-000332,PROD-00674,WH-IN-0001,2025-09-05,2025-12-04,627,0.95
FCAST-000333,PROD-00919,WH-IN-0004,2025-09-03,2025-12-02,536,0.62
FCAST-000334,PROD-00876,WH-IN-0606,2025-09-02,2025-12-01,50,0.67
FCAST-000335,PROD-00455,WH-IN-0744,2025-08-29,2025-11-27,909,0.86
FCAST-000336,PROD-00056,WH-IN-0935,2025-08-29,2025-11-27,383,0.6
FCAST-000337,PROD-00791,WH-IN-0706,2025-08-30,2025-09-29,333,0.73
FCAST-000338,PROD-00862,WH-IN-0014,2025-08-29,2025-09-13,1273,0.97
FCAST-000339,PROD-00273,WH-IN-0397,2025-09-04,2025-09-19,1463,0.98
FCAST-000340,PROD-00150,WH-IN-0227,2025-08-30,2025-09-14,444,0.61
FCAST-000341,PROD-00536,WH-IN-0354,2025-08-30,2025-10-29,867,0.64
FCAST-000342,PROD-00205,WH-IN-0976,2025-08-30,2025-10-29,1443,0.85
FCAST-000343,PROD-00429,WH-IN-0338,2025-08-31,2025-11-29,63,0.94
FCAST-000344,PROD-00587,WH-IN-0332,2025-08-29,2025-10-28,338,0.8
FCAST-000345,PROD-00662,WH-IN-0806,2025-08-30,2025-10-29,1507,0.98
FCAST-000346,PROD-00707,WH-IN-0199,2025-09-04,2025-09-19,1577,0.89
FCAST-000347,PROD-00513,WH-IN-0503,2025-09-01,2025-11-30,1338,0.84
FCAST-000348,PROD-00732,WH-IN-0764,2025-08-29,2025-10-28,369,0.76
FCAST-000349,PROD-00417,WH-IN-0714,2025-09-01,2025-09-08,1410,0.74
FCAST-000350,PROD-00529,WH-IN-0486,2025-08-31,2025-10-30,100,0.95
FCAST-000351,PROD-00913,WH-IN-0631,2025-08-29,2025-09-28,1225,0.63
FCAST-000352,PROD-00125,WH-IN-0960,2025-08-30,2025-10-29,932,0.61
FCAST-000353,PROD-00466,WH-IN-0003,2025-08-31,2025-11-29,1257,0.7
FCAST-000354,PROD-00759,WH-IN-0008,2025-08-31,2025-11-29,755,0.76
FCAST-000355,PROD-00084,WH-IN-0794,2025-08-30,2025-09-29,293,0.99
FCAST-000356,PROD-00792,WH-IN-0699,2025-09-05,2025-09-20,814,0.97
FCAST-000357,PROD-00566,WH-IN-0842,2025-09-03,2025-11-02,1078,0.88
FCAST-000358,PROD-00402,WH-IN-0951,2025-08-31,2025-09-07,48,0.86
FCAST-000359,PROD-00657,WH-IN-0756,2025-08-30,2025-09-06,243,0.63
FCAST-000360,PROD-00387,WH-IN-0480,2025-09-05,2025-09-12,1295,0.64
FCAST-000361,PROD-00895,WH-IN-0012,2025-09-04,2025-12-03,1962,0.9
FCAST-000362,PROD-00570,WH-IN-0440,2025-08-29,2025-09-13,494,0.73
FCAST-000363,PROD-00966,WH-IN-0755,2025-09-05,2025-09-12,30,0.85
FCAST-000364,PROD-00879,WH-IN-0437,2025-09-01,2025-11-30,523,0.71
FCAST-000365,PROD-00167,WH-IN-0464,2025-09-05,2025-09-20,170,0.97
FCAST-000366,PROD-00320,WH-IN-0878,2025-09-01,2025-10-01,308,0.6
FCAST-000367,PROD-00152,WH-IN-0506,2025-09-04,2025-09-19,1831,0.66
FCAST-000368,PROD-00990,WH-IN-0071,2025-09-04,2025-09-11,1012,0.92
FCAST-000369,PROD-00805,WH-IN-0812,2025-08-29,2025-11-27,1361,0.75
FCAST-000370,PROD-00901,WH-IN-0504,2025-08-31,2025-10-30,409,0.62
FCAST-000371,PROD-00033,WH-IN-0579,2025-08-30,2025-10-29,1470,0.91
FCAST-000372,PROD-00409,WH-IN-0350,2025-09-02,2025-09-09,1527,0.62
FCAST-000373,PROD-00425,WH-IN-0148,2025-09-04,2025-09-11,1728,0.88
FCAST-000374,PROD-00943,WH-IN-0483,2025-09-02,2025-11-01,911,0.82
FCAST-000375,PROD-00990,WH-IN-0381,2025-09-02,2025-09-17,851,0.93
FCAST-000376,PROD-00200,WH-IN-0683,2025-08-31,2025-09-07,1847,0.9
FCAST-000377,PROD-00522,WH-IN-0522,2025-08-31,2025-09-15,1206,0.69
FCAST-000378,PROD-00043,WH-IN-0958,2025-09-03,2025-10-03,1183,0.64
FCAST-000379,PROD-00286,WH-IN-0795,2025-08-31,2025-09-07,828,0.72
FCAST-000380,PROD-00220,WH-IN-0304,2025-09-01,2025-09-16,307,0.87
FCAST-000381,PROD-00785,WH-IN-0627,2025-09-01,2025-10-31,564,0.89
FCAST-000382,PROD-00964,WH-IN-0523,2025-09-05,2025-12-04,1004,0.77
FCAST-000383,PROD-00728,WH-IN-0358,2025-08-29,2025-09-28,670,0.71
FCAST-000384,PROD-00705,WH-IN-0929,2025-09-02,2025-10-02,1748,0.76
FCAST-000385,PROD-00217,WH-IN-0506,2025-09-05,2025-12-04,1534,0.8
FCAST-000386,PROD-00813,WH-IN-0985,2025-09-02,2025-09-09,1968,0.66
FCAST-000387,PROD-00145,WH-IN-0417,2025-08-29,2025-11-27,1739,0.61
FCAST-000388,PROD-00481,WH-IN-0946,2025-09-01,2025-11-30,1405,0.69
FCAST-000389,PROD-00569,WH-IN-0286,2025-09-04,2025-09-19,682,0.98
FCAST-000390,PROD-00671,WH-IN-0881,2025-09-04,2025-09-19,1351,0.82
FCAST-000391,PROD-00004,WH-IN-0713,2025-09-01,2025-09-08,125,0.94
FCAST-000392,PROD-00136,WH-IN-0795,2025-08-31,2025-09-07,981,0.84
FCAST-000393,PROD-00820,WH-IN-0218,2025-09-05,2025-10-05,1335,0.87
FCAST-000394,PROD-00019,WH-IN-0934,2025-09-01,2025-09-16,1634,0.65
FCAST-000395,PROD-00918,WH-IN-0759,2025-08-29,2025-10-28,603,0.91
FCAST-000396,PROD-00846,WH-IN-0241,2025-08-29,2025-09-28,1192,0.74
FCAST-000397,PROD-00721,WH-IN-0766,2025-09-01,2025-09-08,248,0.63
FCAST-000398,PROD-00627,WH-IN-0283,2025-08-30,2025-10-29,946,0.66
FCAST-000399,PROD-00117,WH-IN-0605,2025-08-31,2025-09-07,1176,0.67
FCAST-000400,PROD-00714,WH-IN-0661,2025-08-29,2025-09-05,1549,0.89
FCAST-000401,PROD-00633,WH-IN-0677,2025-09-01,2025-09-08,1568,0.78
FCAST-000402,PROD-00335,WH-IN-0415,2025-08-30,2025-10-29,1065,0.73
FCAST-000403,PROD-00467,WH-IN-0055,2025-09-03,2025-09-18,1144,0.91
FCAST-000404,PROD-00015,WH-IN-0581,2025-09-05,2025-09-12,548,0.87
FCAST-000405,PROD-00919,WH-IN-0456,2025-09-03,2025-09-18,1903,0.87
FCAST-000406,PROD-00105,WH-IN-0388,2025-09-02,2025-11-01,585,0.83
FCAST-000407,PROD-00725,WH-IN-0256,2025-09-05,2025-11-04,862,0.7
FCAST-000408,PROD-00494,WH-IN-0692,2025-09-02,2025-09-09,111,0.97
FCAST-000409,PROD-00134,WH-IN-0945,2025-09-01,2025-10-01,888,0.86
FCAST-000410,PROD-00121,WH-IN-0385,2025-09-02,2025-10-02,859,0.61
FCAST-000411,PROD-00826,WH-IN-0453,2025-08-30,2025-09-29,13,0.87
FCAST-000412,PROD-00070,WH-IN-0088,2025-09-02,2025-12-01,727,0.7
FCAST-000413,PROD-00631,WH-IN-0118,2025-08-31,2025-09-15,1070,0.84
FCAST-000414,PROD-00859,WH-IN-0951,2025-09-03,2025-09-18,851,0.97
FCAST-000415,PROD-00284,WH-IN-0689,2025-09-05,2025-10-05,1671,0.66
FCAST-000416,PROD-00039,WH-IN-0462,2025-08-31,2025-10-30,410,0.81
FCAST-000417,PROD-00554,WH-IN-0485,2025-09-03,2025-09-18,972,0.88
FCAST-000418,PROD-00290,WH-IN-0064,2025-09-02,2025-09-09,1072,0.66
FCAST-000419,PROD-00152,WH-IN-0032,2025-09-02,2025-09-09,1662,0.62
FCAST-000420,PROD-00663,WH-IN-0798,2025-09-02,2025-09-09,1785,0.85
FCAST-000421,PROD-00376,WH-IN-0159,2025-09-04,2025-09-11,1372,0.88
FCAST-000422,PROD-00079,WH-IN-0617,2025-09-02,2025-12-01,1739,0.63
FCAST-000423,PROD-00855,WH-IN-0155,2025-09-03,2025-09-10,1514,0.6
FCAST-000424,PROD-00487,WH-IN-0113,2025-09-05,2025-09-20,1996,0.67
FCAST-000425,PROD-00639,WH-IN-0525,2025-09-02,2025-11-01,1575,0.97
FCAST-000426,PROD-00750,WH-IN-0914,2025-09-05,2025-12-04,394,0.71
FCAST-000427,PROD-00128,WH-IN-0671,2025-09-01,2025-10-01,1356,0.93
FCAST-000428,PROD-00914,WH-IN-0490,2025-09-02,2025-12-01,460,0.66
FCAST-000429,PROD-00626,WH-IN-0913,2025-08-29,2025-10-28,1716,0.81
FCAST-000430,PROD-00811,WH-IN-0055,2025-08-30,2025-09-06,403,0.72
FCAST-000431,PROD-00798,WH-IN-0691,2025-09-04,2025-09-19,1212,0.74
FCAST-000432,PROD-00320,WH-IN-0591,2025-09-05,2025-09-12,343,0.67
FCAST-000433,PROD-00586,WH-IN-0899,2025-09-02,2025-10-02,727,0.93
FCAST-000434,PROD-00935,WH-IN-0657,2025-09-02,2025-09-17,881,0.99
FCAST-000435,PROD-00704,WH-IN-0357,2025-08-31,2025-11-29,998,0.69
FCAST-000436,PROD-00642,WH-IN-0965,2025-08-29,2025-09-13,1284,0.6
FCAST-000437,PROD-00064,WH-IN-0927,2025-09-04,2025-10-04,1969,0.81
FCAST-000438,PROD-00027,WH-IN-0555,2025-09-05,2025-11-04,1810,0.85
FCAST-000439,PROD-00522,WH-IN-0130,2025-08-29,2025-09-28,1570,0.71
FCAST-000440,PROD-00580,WH-IN-0002,2025-08-31,2025-10-30,1336,0.85
FCAST-000441,PROD-00778,WH-IN-0729,2025-09-04,2025-09-11,1538,0.69
FCAST-000442,PROD-00805,WH-IN-0893,2025-09-03,2025-10-03,750,0.83
FCAST-000443,PROD-00797,WH-IN-0336,2025-09-02,2025-10-02,1468,0.78
FCAST-000444,PROD-00718,WH-IN-0110,2025-09-03,2025-09-10,888,0.91
FCAST-000445,PROD-00322,WH-IN-0308,2025-09-01,2025-11-30,1393,0.97
FCAST-000446,PROD-00782,WH-IN-0193,2025-09-02,2025-09-17,760,0.73
FCAST-000447,PROD-00910,WH-IN-0659,2025-08-31,2025-10-30,1494,0.85
FCAST-000448,PROD-00402,WH-IN-0097,2025-09-02,2025-11-01,1276,0.92
FCAST-000449,PROD-00064,WH-IN-0584,2025-09-03,2025-09-10,535,0.74
FCAST-000450,PROD-00362,WH-IN-0492,2025-09-01,2025-10-31,1367,0.68
FCAST-000451,PROD-00898,WH-IN-0256,2025-08-30,2025-11-28,665,0.63
FCAST-000452,PROD-00766,WH-IN-0574,2025-09-03,2025-11-02,127,0.92
FCAST-000453,PROD-00151,WH-IN-0143,2025-09-03,2025-12-02,1664,0.95
FCAST-000454,PROD-00451,WH-IN-0180,2025-09-02,2025-09-17,297,0.88
FCAST-000455,PROD-00722,WH-IN-0747,2025-08-29,2025-10-28,1012,0.77
FCAST-000456,PROD-00398,WH-IN-0349,2025-09-05,2025-09-12,22,0.82
FCAST-000457,PROD-00734,WH-IN-0063,2025-09-02,2025-09-17,1330,0.65
FCAST-000458,PROD-00682,WH-IN-0578,2025-08-29,2025-09-28,682,0.69
FCAST-000459,PROD-00799,WH-IN-0332,2025-08-30,2025-09-14,1949,0.62
FCAST-000460,PROD-00407,WH-IN-0971,2025-09-01,2025-09-16,866,0.71
FCAST-000461,PROD-00869,WH-IN-0251,2025-08-31,2025-11-29,651,0.81
FCAST-000462,PROD-00433,WH-IN-0510,2025-08-29,2025-11-27,1343,0.67
FCAST-000463,PROD-00320,WH-IN-0833,2025-09-01,2025-10-01,260,0.87
FCAST-000464,PROD-00010,WH-IN-0708,2025-08-31,2025-09-07,1078,0.71
FCAST-000465,PROD-00383,WH-IN-0606,2025-09-04,2025-09-19,62,0.73
FCAST-000466,PROD-00984,WH-IN-0569,2025-09-01,2025-10-31,686,0.82
FCAST-000467,PROD-00232,WH-IN-0067,2025-08-29,2025-11-27,1431,0.99
FCAST-000468,PROD-00079,WH-IN-0319,2025-08-30,2025-10-29,758,0.68
FCAST-000469,PROD-00892,WH-IN-0431,2025-08-31,2025-10-30,1641,0.73
FCAST-000470,PROD-00745,WH-IN-0581,2025-09-01,2025-09-08,1822,0.86
FCAST-000471,PROD-00996,WH-IN-0561,2025-08-29,2025-09-28,889,0.65
FCAST-000472,PROD-00004,WH-IN-0111,2025-08-30,2025-09-29,1658,0.82
FCAST-000473,PROD-00627,WH-IN-0238,2025-08-30,2025-09-29,511,0.68
FCAST-000474,PROD-00643,WH-IN-0756,2025-09-05,2025-09-12,1914,0.81
FCAST-000475,PROD-00550,WH-IN-0019,2025-09-03,2025-10-03,1944,0.76
FCAST-000476,PROD-00370,WH-IN-0916,2025-08-31,2025-11-29,811,0.79
FCAST-000477,PROD-00641,WH-IN-0668,2025-09-01,2025-10-01,163,0.73
FCAST-000478,PROD-00835,WH-IN-0890,2025-09-05,2025-11-04,1260,0.92
FCAST-000479,PROD-00537,WH-IN-0006,2025-08-31,2025-09-30,1568,0.71
FCAST-000480,PROD-00065,WH-IN-0972,2025-08-31,2025-10-30,1326,0.9
FCAST-000481,PROD-00747,WH-IN-0381,2025-09-04,2025-09-11,144,0.82
FCAST-000482,PROD-00818,WH-IN-0688,2025-09-04,2025-09-19,617,0.89
FCAST-000483,PROD-00709,WH-IN-0444,2025-08-29,2025-10-28,924,0.63
FCAST-000484,PROD-00069,WH-IN-0782,2025-09-01,2025-10-01,1804,0.9
FCAST-000485,PROD-00660,WH-IN-0934,2025-09-02,2025-11-01,494,0.65
FCAST-000486,PROD-00899,WH-IN-0219,2025-08-31,2025-09-07,905,0.74
FCAST-000487,PROD-00591,WH-IN-0532,2025-09-01,2025-10-31,661,0.84
FCAST-000488,PROD-00490,WH-IN-0206,2025-09-03,2025-09-18,1490,0.9
FCAST-000489,PROD-00828,WH-IN-0313,2025-09-03,2025-11-02,129,0.85
FCAST-000490,PROD-00281,WH-IN-0532,2025-09-01,2025-10-01,1976,0.85
FCAST-000491,PROD-00625,WH-IN-0878,2025-09-01,2025-10-31,165,0.79
FCAST-000492,PROD-00915,WH-IN-0343,2025-09-05,2025-10-05,1521,0.61
FCAST-000493,PROD-00094,WH-IN-0030,2025-09-03,2025-12-02,1577,0.89
FCAST-000494,PROD-00176,WH-IN-0074,2025-08-31,2025-09-15,849,0.77
FCAST-000495,PROD-00686,WH-IN-0887,2025-09-04,2025-12-03,1597,0.8
FCAST-000496,PROD-00644,WH-IN-0985,2025-09-04,2025-11-03,398,0.78
FCAST-000497,PROD-00926,WH-IN-0384,2025-09-01,2025-10-01,35,0.7
FCAST-000498,PROD-00046,WH-IN-0080,2025-09-05,2025-09-12,1954,0.81
FCAST-000499,PROD-00046,WH-IN-0709,2025-09-05,2025-09-20,113,0.67
FCAST-000500,PROD-00530,WH-IN-0283,2025-09-04,2025-10-04,1673,0.73
FCAST-000501,PROD-00506,WH-IN-0838,2025-09-01,2025-11-30,1699,0.87
FCAST-000502,PROD-00634,WH-IN-0960,2025-09-05,2025-12-04,1988,0.93
FCAST-000503,PROD-00036,WH-IN-0039,2025-08-31,2025-09-30,409,0.86
FCAST-000504,PROD-00016,WH-IN-0276,2025-09-03,2025-11-02,18,0.83
FCAST-000505,PROD-00067,WH-IN-0210,2025-09-02,2025-09-09,1052,0.75
FCAST-000506,PROD-00924,WH-IN-0238,2025-09-04,2025-09-19,1854,0.64
FCAST-000507,PROD-00963,WH-IN-0406,2025-08-29,2025-09-05,376,0.95
FCAST-000508,PROD-00886,WH-IN-0677,2025-08-29,2025-09-13,801,0.72
FCAST-000509,PROD-00462,WH-IN-0475,2025-09-02,2025-10-02,1675,0.86
FCAST-000510,PROD-00595,WH-IN-0487,2025-09-03,2025-09-10,324,0.62
FCAST-000511,PROD-00196,WH-IN-0807,2025-08-31,2025-11-29,1939,0.88
FCAST-000512,PROD-00894,WH-IN-0716,2025-09-02,2025-11-01,1484,0.79
FCAST-000513,PROD-00906,WH-IN-0857,2025-09-02,2025-10-02,184,0.96
FCAST-000514,PROD-00201,WH-IN-0182,2025-09-03,2025-09-10,724,0.91
FCAST-000515,PROD-00133,WH-IN-0316,2025-09-01,2025-09-08,1415,0.61
FCAST-000516,PROD-00474,WH-IN-0383,2025-09-04,2025-10-04,1754,0.95
FCAST-000517,PROD-00233,WH-IN-0192,2025-09-03,2025-09-18,941,0.94
FCAST-000518,PROD-00500,WH-IN-0929,2025-09-01,2025-09-16,1190,0.99
FCAST-000519,PROD-00490,WH-IN-0277,2025-09-05,2025-12-04,863,0.78
FCAST-000520,PROD-00508,WH-IN-0312,2025-08-31,2025-09-07,877,0.97
FCAST-000521,PROD-00480,WH-IN-0270,2025-09-03,2025-10-03,870,0.72
FCAST-000522,PROD-00972,WH-IN-0523,2025-09-02,2025-11-01,128,0.63
FCAST-000523,PROD-00289,WH-IN-0089,2025-08-30,2025-10-29,895,0.79
FCAST-000524,PROD-00649,WH-IN-0670,2025-08-30,2025-09-06,1726,0.89
FCAST-000525,PROD-00465,WH-IN-0233,2025-09-05,2025-09-20,1286,0.75
FCAST-000526,PROD-00097,WH-IN-0828,2025-08-31,2025-09-15,1546,0.81
FCAST-000527,PROD-00776,WH-IN-0056,2025-09-01,2025-11-30,810,0.76
FCAST-000528,PROD-00117,WH-IN-0595,2025-09-01,2025-10-01,1924,0.74
FCAST-000529,PROD-00634,WH-IN-0091,2025-09-03,2025-10-03,1602,0.97
FCAST-000530,PROD-00455,WH-IN-0168,2025-09-03,2025-11-02,858,0.93
FCAST-000531,PROD-00532,WH-IN-0467,2025-09-03,2025-09-18,569,0.95
FCAST-000532,PROD-00376,WH-IN-0280,2025-09-03,2025-09-18,1702,0.68
FCAST-000533,PROD-00177,WH-IN-0022,2025-09-01,2025-10-31,1859,0.98
FCAST-000534,PROD-00801,WH-IN-0715,2025-09-05,2025-09-12,1623,0.82
FCAST-000535,PROD-00605,WH-IN-0608,2025-09-02,2025-09-09,1264,0.7
FCAST-000536,PROD-00737,WH-IN-0522,2025-09-04,2025-09-11,220,0.71
FCAST-000537,PROD-00985,WH-IN-0360,2025-09-03,2025-09-10,1354,0.96
FCAST-000538,PROD-00871,WH-IN-0037,2025-08-29,2025-09-13,1018,0.69
FCAST-000539,PROD-00090,WH-IN-0603,2025-09-05,2025-12-04,1471,0.9
FCAST-000540,PROD-00021,WH-IN-0414,2025-09-03,2025-12-02,1182,0.76
FCAST-000541,PROD-00164,WH-IN-0003,2025-09-04,2025-11-03,1681,0.92
FCAST-000542,PROD-00607,WH-IN-0956,2025-09-02,2025-09-17,1752,0.83
FCAST-000543,PROD-00687,WH-IN-0358,2025-09-02,2025-10-02,204,0.6
FCAST-000544,PROD-00643,WH-IN-0261,2025-09-04,2025-11-03,1566,0.74
FCAST-000545,PROD-00691,WH-IN-0018,2025-09-05,2025-09-20,1894,0.68
FCAST-000546,PROD-00606,WH-IN-0591,2025-09-05,2025-09-12,1690,0.61
FCAST-000547,PROD-00279,WH-IN-0776,2025-08-31,2025-10-30,1611,0.83
FCAST-000548,PROD-00222,WH-IN-0517,2025-08-30,2025-09-14,159,0.82
FCAST-000549,PROD-00351,WH-IN-0609,2025-09-02,2025-11-01,1102,0.76
FCAST-000550,PROD-00401,WH-IN-0720,2025-08-30,2025-09-14,838,0.88
FCAST-000551,PROD-00971,WH-IN-0677,2025-09-01,2025-11-30,1363,0.7
FCAST-000552,PROD-00947,WH-IN-0743,2025-08-31,2025-09-07,515,0.95
FCAST-000553,PROD-00466,WH-IN-0174,2025-09-01,2025-10-31,1684,0.79
FCAST-000554,PROD-00870,WH-IN-0698,2025-09-04,2025-11-03,1004,0.66
FCAST-000555,PROD-00363,WH-IN-0703,2025-08-29,2025-09-13,1646,0.84
FCAST-000556,PROD-00035,WH-IN-0607,2025-09-01,2025-09-08,1258,0.98
FCAST-000557,PROD-00302,WH-IN-0141,2025-08-30,2025-09-29,1796,0.88
FCAST-000558,PROD-00082,WH-IN-0294,2025-08-31,2025-09-15,1863,0.88
FCAST-000559,PROD-00408,WH-IN-0341,2025-08-30,2025-09-06,740,0.67
FCAST-000560,PROD-00673,WH-IN-0173,2025-08-31,2025-11-29,1247,0.62
FCAST-000561,PROD-00509,WH-IN-0736,2025-09-02,2025-12-01,1375,0.63
FCAST-000562,PROD-00686,WH-IN-0860,2025-09-05,2025-12-04,609,0.87
FCAST-000563,PROD-00267,WH-IN-0239,2025-09-05,2025-10-05,1527,0.96
FCAST-000564,PROD-00339,WH-IN-0274,2025-08-30,2025-09-29,647,0.71
FCAST-000565,PROD-00353,WH-IN-0310,2025-09-01,2025-10-01,1620,0.92
FCAST-000566,PROD-00060,WH-IN-0116,2025-08-29,2025-10-28,927,0.76
FCAST-000567,PROD-00257,WH-IN-0267,2025-09-02,2025-12-01,231,0.91
FCAST-000568,PROD-00790,WH-IN-0969,2025-09-04,2025-09-19,1615,0.97
FCAST-000569,PROD-00424,WH-IN-0706,2025-08-29,2025-09-28,1852,0.95
FCAST-000570,PROD-00854,WH-IN-0733,2025-08-29,2025-09-05,1877,0.97
FCAST-000571,PROD-00297,WH-IN-0711,2025-09-02,2025-09-17,1077,0.7
FCAST-000572,PROD-00267,WH-IN-0727,2025-08-30,2025-09-14,1314,0.86
FCAST-000573,PROD-00735,WH-IN-0954,2025-09-02,2025-11-01,910,0.62
FCAST-000574,PROD-00372,WH-IN-0592,2025-09-05,2025-11-04,1770,0.92
FCAST-000575,PROD-00141,WH-IN-0530,2025-09-03,2025-09-10,1765,0.75
FCAST-000576,PROD-00137,WH-IN-0964,2025-08-30,2025-10-29,662,0.66
FCAST-000577,PROD-00390,WH-IN-0752,2025-09-04,2025-09-19,956,0.75
FCAST-000578,PROD-00682,WH-IN-0732,2025-08-30,2025-09-14,1092,0.92
FCAST-000579,PROD-00732,WH-IN-0481,2025-09-01,2025-10-01,601,0.88
FCAST-000580,PROD-00822,WH-IN-0193,2025-08-29,2025-09-28,1766,0.86
FCAST-000581,PROD-00773,WH-IN-0491,2025-09-02,2025-11-01,835,0.96
FCAST-000582,PROD-00442,WH-IN-0950,2025-09-04,2025-11-03,1371,0.85
FCAST-000583,PROD-00707,WH-IN-0700,2025-09-02,2025-09-17,788,0.84
FCAST-000584,PROD-00208,WH-IN-0915,2025-08-31,2025-09-30,417,0.73
FCAST-000585,PROD-00307,WH-IN-0001,2025-08-29,2025-10-28,371,0.91
FCAST-000586,PROD-00015,WH-IN-0326,2025-08-29,2025-10-28,140,0.74
FCAST-000587,PROD-00746,WH-IN-0320,2025-09-04,2025-09-19,1562,0.76
FCAST-000588,PROD-00283,WH-IN-0518,2025-09-05,2025-11-04,1548,0.67
FCAST-000589,PROD-00242,WH-IN-0576,2025-08-30,2025-09-29,935,0.72
FCAST-000590,PROD-00086,WH-IN-0494,2025-09-01,2025-10-01,162,0.68
FCAST-000591,PROD-00705,WH-IN-0689,2025-09-03,2025-12-02,422,0.77
FCAST-000592,PROD-00677,WH-IN-0754,2025-09-01,2025-11-30,1976,0.89
FCAST-000593,PROD-00826,WH-IN-0892,2025-09-05,2025-09-12,948,0.92
FCAST-000594,PROD-00171,WH-IN-0333,2025-09-03,2025-10-03,104,0.96
FCAST-000595,PROD-00691,WH-IN-0402,2025-09-04,2025-12-03,1975,0.72
FCAST-000596,PROD-00076,WH-IN-0206,2025-09-01,2025-11-30,1198,0.71
FCAST-000597,PROD-00702,WH-IN-0626,2025-09-05,2025-11-04,1281,0.99
FCAST-000598,PROD-00701,WH-IN-0519,2025-09-04,2025-09-19,272,0.68
FCAST-000599,PROD-00526,WH-IN-0528,2025-09-04,2025-12-03,23,0.76
FCAST-000600,PROD-00088,WH-IN-0208,2025-09-04,2025-09-19,851,0.62
FCAST-000601,PROD-00592,WH-IN-0287,2025-08-30,2025-09-14,1209,0.77
FCAST-000602,PROD-00621,WH-IN-0476,2025-08-31,2025-09-30,671,0.61
FCAST-000603,PROD-00960,WH-IN-0907,2025-09-01,2025-11-30,522,0.7
FCAST-000604,PROD-00258,WH-IN-0327,2025-08-29,2025-09-13,398,0.82
FCAST-000605,PROD-00255,WH-IN-0112,2025-08-30,2025-09-06,354,0.65
FCAST-000606,PROD-00358,WH-IN-0600,2025-09-05,2025-11-04,1738,0.67
FCAST-000607,PROD-00423,WH-IN-0514,2025-09-02,2025-12-01,817,0.93
FCAST-000608,PROD-00024,WH-IN-0232,2025-09-02,2025-09-09,2000,0.94
FCAST-000609,PROD-00589,WH-IN-0263,2025-08-30,2025-09-29,53,0.6
FCAST-000610,PROD-00348,WH-IN-0982,2025-09-01,2025-10-31,724,0.82
FCAST-000611,PROD-00989,WH-IN-0018,2025-09-05,2025-09-12,485,0.91
FCAST-000612,PROD-00839,WH-IN-0212,2025-08-30,2025-09-06,1635,0.61
FCAST-000613,PROD-00820,WH-IN-0972,2025-08-29,2025-09-28,808,0.62
FCAST-000614,PROD-00227,WH-IN-0045,2025-09-03,2025-09-18,417,0.66
FCAST-000615,PROD-00097,WH-IN-0287,2025-08-30,2025-09-06,217,0.98
FCAST-000616,PROD-00076,WH-IN-0238,2025-08-31,2025-11-29,342,0.96
FCAST-000617,PROD-00002,WH-IN-0449,2025-08-29,2025-11-27,1669,0.63
FCAST-000618,PROD-00689,WH-IN-0171,2025-09-02,2025-09-17,1765,0.77
FCAST-000619,PROD-00224,WH-IN-0056,2025-09-01,2025-10-31,244,0.66
FCAST-000620,PROD-00128,WH-IN-0287,2025-09-03,2025-09-18,1305,0.83
FCAST-000621,PROD-00003,WH-IN-0199,2025-09-02,2025-09-09,799,0.66
FCAST-000622,PROD-00638,WH-IN-0700,2025-08-30,2025-10-29,1228,0.7
FCAST-000623,PROD-00046,WH-IN-0060,2025-09-05,2025-09-12,718,0.75
FCAST-000624,PROD-00662,WH-IN-0876,2025-08-30,2025-09-06,962,0.92
FCAST-000625,PROD-00541,WH-IN-0957,2025-08-29,2025-09-05,188,0.9
