confirmation_id,item_id,quantity,source_warehouse_id,destination_warehouse_id,schedule_date,estimated_arrival_date,status
RSTK-000210,PROD-00368,103,WH-IN-0969,WH-IN-0017,2025-08-30 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000211,PROD-00425,109,WH-IN-0703,WH-IN-0902,2025-09-08 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000212,PROD-00311,151,WH-IN-0669,WH-IN-0151,2025-09-01 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-000213,PROD-00621,279,WH-IN-0582,WH-IN-0514,2025-09-12 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000214,PROD-00197,537,WH-IN-0616,WH-IN-0778,2025-09-04 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000215,PROD-00966,230,WH-IN-0607,WH-IN-0572,2025-09-02 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000216,PROD-00589,869,WH-IN-0515,WH-IN-0888,2025-08-30 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-000217,PROD-00187,791,WH-IN-0323,WH-IN-0232,2025-09-07 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-000218,PROD-00310,84,WH-IN-0597,WH-IN-0551,2025-09-06 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000219,PROD-00207,908,WH-IN-0263,WH-IN-0437,2025-09-04 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000220,PROD-00040,585,WH-IN-0080,WH-IN-0739,2025-09-07 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000221,PROD-00989,467,WH-IN-0343,WH-IN-0736,2025-08-30 19:59:12,2025-09-01 19:59:12,Scheduled
RSTK-000222,PROD-00659,559,WH-IN-0074,WH-IN-0580,2025-09-03 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000223,PROD-00708,102,WH-IN-0627,WH-IN-0151,2025-09-10 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000224,PROD-00336,51,WH-IN-0531,WH-IN-0724,2025-09-11 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000225,PROD-00355,730,WH-IN-0385,WH-IN-0139,2025-09-09 19:59:12,2025-09-18 19:59:12,In Transit
RSTK-000226,PROD-00902,336,WH-IN-0685,WH-IN-0671,2025-09-06 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-000227,PROD-00089,873,WH-IN-0390,WH-IN-0079,2025-08-31 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000228,PROD-00570,761,WH-IN-0567,WH-IN-0516,2025-09-10 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-000229,PROD-00117,151,WH-IN-0553,WH-IN-0333,2025-09-01 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-000230,PROD-00757,180,WH-IN-0216,WH-IN-0926,2025-09-11 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-000231,PROD-00146,847,WH-IN-0079,WH-IN-0525,2025-09-05 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000232,PROD-00450,810,WH-IN-0704,WH-IN-0786,2025-09-12 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000233,PROD-00372,402,WH-IN-0067,WH-IN-0531,2025-09-06 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000234,PROD-00370,129,WH-IN-0648,WH-IN-0786,2025-08-31 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000235,PROD-00044,877,WH-IN-0002,WH-IN-0016,2025-09-04 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000236,PROD-00232,799,WH-IN-0795,WH-IN-0136,2025-09-03 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000237,PROD-00628,907,WH-IN-0829,WH-IN-0688,2025-09-07 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000238,PROD-00064,148,WH-IN-0755,WH-IN-0340,2025-09-07 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000239,PROD-00912,953,WH-IN-0524,WH-IN-0413,2025-09-07 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000240,PROD-00770,339,WH-IN-0266,WH-IN-0979,2025-09-05 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-000241,PROD-00525,277,WH-IN-0367,WH-IN-0694,2025-09-01 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-000242,PROD-00325,843,WH-IN-0720,WH-IN-0105,2025-09-10 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-000243,PROD-00884,766,WH-IN-0368,WH-IN-0905,2025-09-08 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000244,PROD-00994,874,WH-IN-0831,WH-IN-0515,2025-09-08 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000245,PROD-00587,991,WH-IN-0917,WH-IN-0629,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-000246,PROD-00062,504,WH-IN-0871,WH-IN-0868,2025-09-05 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000247,PROD-00086,363,WH-IN-0459,WH-IN-0567,2025-09-07 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000248,PROD-00754,600,WH-IN-0734,WH-IN-0757,2025-09-05 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000249,PROD-00950,579,WH-IN-0586,WH-IN-0846,2025-09-11 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000250,PROD-00170,62,WH-IN-0009,WH-IN-0968,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000251,PROD-00120,465,WH-IN-0276,WH-IN-0742,2025-09-06 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000252,PROD-00725,926,WH-IN-0028,WH-IN-0821,2025-09-03 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-000253,PROD-00254,697,WH-IN-0210,WH-IN-0474,2025-09-04 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000254,PROD-00512,164,WH-IN-0324,WH-IN-0467,2025-09-06 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000255,PROD-00228,262,WH-IN-0877,WH-IN-0400,2025-09-05 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000256,PROD-00760,997,WH-IN-0205,WH-IN-0812,2025-08-31 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000257,PROD-00477,836,WH-IN-0193,WH-IN-0335,2025-09-11 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-000258,PROD-00608,354,WH-IN-0624,WH-IN-0736,2025-09-03 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000259,PROD-00681,120,WH-IN-0658,WH-IN-0499,2025-09-12 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000260,PROD-00505,939,WH-IN-0646,WH-IN-0561,2025-09-06 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000261,PROD-00876,222,WH-IN-0501,WH-IN-0986,2025-09-11 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-000262,PROD-00007,878,WH-IN-0609,WH-IN-0251,2025-09-10 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000263,PROD-00990,731,WH-IN-0574,WH-IN-0261,2025-09-10 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000264,PROD-00852,393,WH-IN-0668,WH-IN-0808,2025-09-02 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000265,PROD-00448,672,WH-IN-0455,WH-IN-0592,2025-09-12 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-000266,PROD-00833,402,WH-IN-0054,WH-IN-0711,2025-08-30 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000267,PROD-00583,311,WH-IN-0773,WH-IN-0155,2025-09-02 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000268,PROD-00811,707,WH-IN-0040,WH-IN-0401,2025-09-12 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-000269,PROD-00862,771,WH-IN-0977,WH-IN-0979,2025-08-30 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000270,PROD-00891,396,WH-IN-0627,WH-IN-0675,2025-09-01 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-000271,PROD-00266,713,WH-IN-0970,WH-IN-0689,2025-09-07 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000272,PROD-00588,496,WH-IN-0744,WH-IN-0084,2025-09-09 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000273,PROD-00493,93,WH-IN-0421,WH-IN-0928,2025-09-08 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000274,PROD-00296,339,WH-IN-0417,WH-IN-0613,2025-09-03 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000275,PROD-00219,396,WH-IN-0389,WH-IN-0279,2025-09-08 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000276,PROD-00827,442,WH-IN-0988,WH-IN-0364,2025-09-02 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-000277,PROD-00281,730,WH-IN-0187,WH-IN-0443,2025-09-07 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000278,PROD-00771,998,WH-IN-0601,WH-IN-0739,2025-09-02 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000279,PROD-00533,546,WH-IN-0939,WH-IN-0711,2025-09-02 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000280,PROD-00048,121,WH-IN-0614,WH-IN-0873,2025-09-07 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000281,PROD-00712,995,WH-IN-0933,WH-IN-0084,2025-09-10 19:59:12,2025-09-20 19:59:12,In Transit
RSTK-000282,PROD-00426,100,WH-IN-0847,WH-IN-0314,2025-09-05 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000283,PROD-00556,379,WH-IN-0911,WH-IN-0916,2025-09-02 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000284,PROD-00875,112,WH-IN-0991,WH-IN-0920,2025-09-09 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000285,PROD-00462,330,WH-IN-0670,WH-IN-0963,2025-09-05 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000286,PROD-00973,554,WH-IN-0215,WH-IN-0034,2025-09-05 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000287,PROD-00509,183,WH-IN-0428,WH-IN-0219,2025-09-06 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-000288,PROD-00422,916,WH-IN-0112,WH-IN-0819,2025-09-05 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000289,PROD-00292,214,WH-IN-0821,WH-IN-0991,2025-09-03 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000290,PROD-00845,512,WH-IN-0626,WH-IN-0592,2025-09-11 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000291,PROD-00198,641,WH-IN-0445,WH-IN-0454,2025-08-31 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000292,PROD-00960,348,WH-IN-0623,WH-IN-0464,2025-08-31 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-000293,PROD-00613,732,WH-IN-0513,WH-IN-0339,2025-09-04 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000294,PROD-00351,580,WH-IN-0698,WH-IN-0042,2025-09-07 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000295,PROD-00859,131,WH-IN-0341,WH-IN-0188,2025-09-04 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000296,PROD-00098,681,WH-IN-0977,WH-IN-0434,2025-08-30 19:59:12,2025-09-02 19:59:12,Delivered
RSTK-000297,PROD-00586,684,WH-IN-0172,WH-IN-0931,2025-09-03 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000298,PROD-00227,794,WH-IN-0537,WH-IN-0026,2025-09-11 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000299,PROD-00523,309,WH-IN-0898,WH-IN-0043,2025-09-02 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000300,PROD-00528,703,WH-IN-0202,WH-IN-0062,2025-09-05 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000301,PROD-00465,265,WH-IN-0023,WH-IN-0560,2025-09-09 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000302,PROD-00114,607,WH-IN-0443,WH-IN-0382,2025-09-02 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000303,PROD-00234,276,WH-IN-0325,WH-IN-0680,2025-09-03 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000304,PROD-00128,129,WH-IN-0045,WH-IN-0009,2025-08-31 19:59:12,2025-09-02 19:59:12,In Transit
RSTK-000305,PROD-00020,117,WH-IN-0207,WH-IN-0388,2025-09-10 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000306,PROD-00781,677,WH-IN-0774,WH-IN-0728,2025-08-30 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-000307,PROD-00556,149,WH-IN-0096,WH-IN-0971,2025-09-07 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000308,PROD-00541,941,WH-IN-0429,WH-IN-0997,2025-09-10 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000309,PROD-00946,403,WH-IN-0926,WH-IN-0015,2025-09-04 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000310,PROD-00335,888,WH-IN-0039,WH-IN-0852,2025-09-09 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000311,PROD-00537,486,WH-IN-0024,WH-IN-0286,2025-08-30 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-000312,PROD-00617,697,WH-IN-0815,WH-IN-0639,2025-09-01 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000313,PROD-00057,521,WH-IN-0288,WH-IN-0226,2025-09-01 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-000314,PROD-00335,423,WH-IN-0349,WH-IN-0540,2025-09-12 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000315,PROD-00647,370,WH-IN-0956,WH-IN-0041,2025-09-01 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-000316,PROD-00428,703,WH-IN-0931,WH-IN-0951,2025-08-30 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-000317,PROD-00008,347,WH-IN-0863,WH-IN-0087,2025-09-12 19:59:12,2025-09-22 19:59:12,Cancelled
RSTK-000318,PROD-00533,663,WH-IN-0538,WH-IN-0001,2025-09-06 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000319,PROD-00792,162,WH-IN-0509,WH-IN-0881,2025-09-08 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-000320,PROD-00368,461,WH-IN-0093,WH-IN-1000,2025-09-04 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000321,PROD-00093,441,WH-IN-0110,WH-IN-0358,2025-09-11 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000322,PROD-00761,452,WH-IN-0066,WH-IN-0229,2025-09-09 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-000323,PROD-00711,478,WH-IN-0913,WH-IN-0572,2025-09-07 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-000324,PROD-00010,688,WH-IN-0871,WH-IN-0243,2025-09-01 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000325,PROD-00461,853,WH-IN-0253,WH-IN-0862,2025-09-08 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-000326,PROD-00770,807,WH-IN-0536,WH-IN-0405,2025-09-12 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000327,PROD-00536,57,WH-IN-0033,WH-IN-0369,2025-09-05 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000328,PROD-00841,99,WH-IN-0868,WH-IN-0785,2025-08-30 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000329,PROD-00488,773,WH-IN-0526,WH-IN-0189,2025-09-09 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000330,PROD-00453,985,WH-IN-0997,WH-IN-0905,2025-09-10 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-000331,PROD-00158,722,WH-IN-0976,WH-IN-0584,2025-08-31 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-000332,PROD-00844,495,WH-IN-0336,WH-IN-0071,2025-09-08 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000333,PROD-00532,661,WH-IN-0883,WH-IN-0395,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000334,PROD-00278,502,WH-IN-0744,WH-IN-0004,2025-08-31 19:59:12,2025-09-02 19:59:12,Delivered
RSTK-000335,PROD-00397,195,WH-IN-0079,WH-IN-0587,2025-09-01 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000336,PROD-00603,230,WH-IN-0736,WH-IN-0046,2025-09-08 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000337,PROD-00757,548,WH-IN-0066,WH-IN-0023,2025-09-05 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000338,PROD-00285,900,WH-IN-0297,WH-IN-0772,2025-09-10 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000339,PROD-00856,501,WH-IN-0152,WH-IN-0062,2025-09-11 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-000340,PROD-00453,421,WH-IN-0983,WH-IN-0914,2025-09-08 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000341,PROD-00667,251,WH-IN-0438,WH-IN-0216,2025-09-02 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000342,PROD-00417,838,WH-IN-0353,WH-IN-0195,2025-09-12 19:59:12,2025-09-19 19:59:12,In Transit
RSTK-000343,PROD-00370,808,WH-IN-0937,WH-IN-0799,2025-09-07 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000344,PROD-00557,503,WH-IN-0908,WH-IN-0649,2025-09-11 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-000345,PROD-00903,410,WH-IN-0810,WH-IN-0113,2025-09-06 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000346,PROD-00867,909,WH-IN-0276,WH-IN-0737,2025-09-02 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-000347,PROD-00936,130,WH-IN-0343,WH-IN-0720,2025-09-03 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000348,PROD-00779,301,WH-IN-0520,WH-IN-0324,2025-09-01 19:59:12,2025-09-02 19:59:12,In Transit
RSTK-000349,PROD-00045,474,WH-IN-0650,WH-IN-0433,2025-09-11 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000350,PROD-00080,84,WH-IN-0110,WH-IN-0553,2025-09-10 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-000351,PROD-00111,747,WH-IN-0461,WH-IN-0030,2025-09-07 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-000352,PROD-00426,522,WH-IN-0963,WH-IN-0727,2025-09-01 19:59:12,2025-09-06 19:59:12,Delivered
RSTK-000353,PROD-00998,942,WH-IN-0630,WH-IN-0980,2025-09-07 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000354,PROD-00044,377,WH-IN-0718,WH-IN-0856,2025-09-04 19:59:12,2025-09-06 19:59:12,Delivered
RSTK-000355,PROD-00564,91,WH-IN-0074,WH-IN-0984,2025-08-30 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-000356,PROD-00104,147,WH-IN-0415,WH-IN-0996,2025-09-08 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000357,PROD-00699,403,WH-IN-0523,WH-IN-0343,2025-09-02 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000358,PROD-00691,664,WH-IN-0178,WH-IN-0923,2025-09-07 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000359,PROD-00313,194,WH-IN-0881,WH-IN-0941,2025-08-30 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000360,PROD-00135,343,WH-IN-0699,WH-IN-0510,2025-08-31 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000361,PROD-00322,948,WH-IN-0810,WH-IN-0575,2025-09-05 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000362,PROD-00506,548,WH-IN-0392,WH-IN-0500,2025-09-09 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000363,PROD-00392,114,WH-IN-0007,WH-IN-0014,2025-09-11 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-000364,PROD-00671,91,WH-IN-0214,WH-IN-0185,2025-09-11 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000365,PROD-00192,196,WH-IN-0319,WH-IN-0270,2025-09-09 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-000366,PROD-00333,330,WH-IN-0879,WH-IN-0201,2025-09-07 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000367,PROD-00334,123,WH-IN-0423,WH-IN-0318,2025-09-12 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000368,PROD-00657,625,WH-IN-0324,WH-IN-0335,2025-09-06 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000369,PROD-00904,423,WH-IN-0065,WH-IN-0829,2025-09-12 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-000370,PROD-00642,951,WH-IN-0795,WH-IN-0200,2025-09-02 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-000371,PROD-00645,144,WH-IN-0547,WH-IN-0049,2025-09-05 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000372,PROD-00505,225,WH-IN-0109,WH-IN-0845,2025-09-11 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000373,PROD-00709,412,WH-IN-0504,WH-IN-0065,2025-09-08 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000374,PROD-00881,839,WH-IN-0726,WH-IN-0895,2025-09-03 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000375,PROD-00897,940,WH-IN-0723,WH-IN-0973,2025-09-11 19:59:12,2025-09-19 19:59:12,In Transit
RSTK-000376,PROD-00667,598,WH-IN-0618,WH-IN-0869,2025-09-04 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000377,PROD-00225,749,WH-IN-0871,WH-IN-0634,2025-09-07 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-000378,PROD-00124,318,WH-IN-0252,WH-IN-0852,2025-09-04 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-000379,PROD-00730,835,WH-IN-0529,WH-IN-0378,2025-08-30 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-000380,PROD-00304,950,WH-IN-0673,WH-IN-0091,2025-08-30 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000381,PROD-00767,491,WH-IN-0616,WH-IN-0546,2025-09-05 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-000382,PROD-00178,943,WH-IN-0485,WH-IN-0066,2025-09-02 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000383,PROD-00782,644,WH-IN-0725,WH-IN-0813,2025-09-11 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000384,PROD-00288,433,WH-IN-0129,WH-IN-0160,2025-09-11 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-000385,PROD-00998,263,WH-IN-0050,WH-IN-0776,2025-09-08 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-000386,PROD-00707,962,WH-IN-0970,WH-IN-0429,2025-09-11 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000387,PROD-00592,906,WH-IN-0911,WH-IN-0763,2025-09-07 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000388,PROD-00600,727,WH-IN-0126,WH-IN-0065,2025-09-03 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-000389,PROD-00843,923,WH-IN-0644,WH-IN-0733,2025-09-04 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000390,PROD-00731,77,WH-IN-0338,WH-IN-0885,2025-09-08 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000391,PROD-00227,849,WH-IN-0284,WH-IN-0509,2025-09-05 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000392,PROD-00084,615,WH-IN-0494,WH-IN-0256,2025-09-07 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000393,PROD-00974,915,WH-IN-0365,WH-IN-0445,2025-08-31 19:59:12,2025-09-02 19:59:12,Cancelled
RSTK-000394,PROD-00734,125,WH-IN-0945,WH-IN-0328,2025-09-12 19:59:12,2025-09-22 19:59:12,Cancelled
RSTK-000395,PROD-00479,76,WH-IN-0984,WH-IN-0898,2025-09-06 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000396,PROD-00660,193,WH-IN-0289,WH-IN-0298,2025-09-03 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-000397,PROD-00144,984,WH-IN-0649,WH-IN-0442,2025-09-07 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000398,PROD-00273,770,WH-IN-0729,WH-IN-0805,2025-09-04 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000399,PROD-00358,544,WH-IN-0918,WH-IN-0173,2025-09-11 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-000400,PROD-00641,177,WH-IN-0024,WH-IN-0740,2025-09-03 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000401,PROD-00211,849,WH-IN-0821,WH-IN-0557,2025-09-08 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-000402,PROD-00696,251,WH-IN-0979,WH-IN-0853,2025-09-01 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000403,PROD-00493,282,WH-IN-0894,WH-IN-0395,2025-09-09 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000404,PROD-00072,532,WH-IN-0898,WH-IN-0217,2025-09-10 19:59:12,2025-09-20 19:59:12,In Transit
RSTK-000405,PROD-00202,676,WH-IN-0817,WH-IN-0570,2025-09-08 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000406,PROD-00489,628,WH-IN-0380,WH-IN-0607,2025-09-05 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000407,PROD-00686,102,WH-IN-0511,WH-IN-0844,2025-09-11 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000408,PROD-00049,572,WH-IN-0334,WH-IN-0999,2025-09-07 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000409,PROD-00147,812,WH-IN-0410,WH-IN-0418,2025-09-04 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-000410,PROD-00608,879,WH-IN-0425,WH-IN-0630,2025-08-30 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-000411,PROD-00900,745,WH-IN-0158,WH-IN-0289,2025-09-02 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-000412,PROD-00490,957,WH-IN-0238,WH-IN-0727,2025-09-04 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000413,PROD-00088,300,WH-IN-0598,WH-IN-0893,2025-08-31 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-000414,PROD-00541,335,WH-IN-0662,WH-IN-0782,2025-09-01 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000415,PROD-00848,332,WH-IN-0351,WH-IN-0347,2025-09-01 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000416,PROD-00089,922,WH-IN-0965,WH-IN-0705,2025-09-11 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-000417,PROD-00112,462,WH-IN-0765,WH-IN-0831,2025-08-30 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-000418,PROD-00267,680,WH-IN-0256,WH-IN-0574,2025-09-02 19:59:12,2025-09-04 19:59:12,Scheduled
