route_id,origin_location_id,destination_location_id,base_distance_km,base_cost_per_kg_km,average_transit_time_days_standard
17662-30965,LOC-IN-17662,LOC-IN-30965,1936,0.000614,5
41692-16448,LOC-IN-41692,LOC-IN-16448,857,0.000512,7
42462-36698,LOC-IN-42462,LOC-IN-36698,1455,0.000479,7
37821-12534,LOC-IN-37821,LOC-IN-12534,1212,0.000259,3
44211-47090,LOC-IN-44211,LOC-IN-47090,598,0.000547,8
34840-31717,LOC-IN-34840,LOC-IN-31717,752,0.000632,10
40722-37525,LOC-IN-40722,LOC-IN-37525,1892,0.000751,7
08565-36576,LOC-IN-08565,LOC-IN-36576,1483,0.000399,5
48878-38490,LOC-IN-48878,LOC-IN-38490,694,0.000192,5
24414-22805,LOC-IN-24414,LOC-IN-22805,1903,0.000121,8
26451-13696,LOC-IN-26451,LOC-IN-13696,1617,0.000634,9
25734-44301,LOC-IN-25734,LOC-IN-44301,2716,0.000467,7
47498-29642,LOC-IN-47498,LOC-IN-29642,421,0.000751,4
46146-20207,LOC-IN-46146,LOC-IN-20207,1025,0.000485,8
03296-02485,LOC-IN-03296,LOC-IN-02485,219,0.000209,3
03563-01295,LOC-IN-03563,LOC-IN-01295,2030,0.000386,5
14210-04053,LOC-IN-14210,LOC-IN-04053,909,0.000578,6
26596-44330,LOC-IN-26596,LOC-IN-44330,370,0.000596,1
32010-10237,LOC-IN-32010,LOC-IN-10237,1221,0.000593,5
07833-01115,LOC-IN-07833,LOC-IN-01115,297,0.00044,1
09318-10909,LOC-IN-09318,LOC-IN-10909,1933,0.000616,2
10534-47570,LOC-IN-10534,LOC-IN-47570,2935,0.000204,10
15685-36771,LOC-IN-15685,LOC-IN-36771,806,0.0005,7
40772-32512,LOC-IN-40772,LOC-IN-32512,340,0.000174,2
14076-47595,LOC-IN-14076,LOC-IN-47595,2816,0.000272,2
21650-29630,LOC-IN-21650,LOC-IN-29630,1997,0.000648,4
33086-32366,LOC-IN-33086,LOC-IN-32366,2083,0.000847,3
13173-48942,LOC-IN-13173,LOC-IN-48942,2803,0.00072,4
40900-05964,LOC-IN-40900,LOC-IN-05964,2195,0.000495,5
35731-40751,LOC-IN-35731,LOC-IN-40751,2432,0.000275,1
30669-49733,LOC-IN-30669,LOC-IN-49733,502,0.000541,4
21883-31515,LOC-IN-21883,LOC-IN-31515,952,0.000269,3
44319-09309,LOC-IN-44319,LOC-IN-09309,2689,0.000248,5
10747-22505,LOC-IN-10747,LOC-IN-22505,1816,0.000825,1
47455-13906,LOC-IN-47455,LOC-IN-13906,730,0.000856,10
35181-41039,LOC-IN-35181,LOC-IN-41039,1419,0.000485,5
40117-29596,LOC-IN-40117,LOC-IN-29596,1927,0.000684,4
16002-08522,LOC-IN-16002,LOC-IN-08522,791,0.000849,8
42835-16688,LOC-IN-42835,LOC-IN-16688,552,0.000229,8
48275-02616,LOC-IN-48275,LOC-IN-02616,101,0.00055,6
22795-34790,LOC-IN-22795,LOC-IN-34790,2836,0.000533,10
21342-25331,LOC-IN-21342,LOC-IN-25331,1182,0.000722,10
45251-00349,LOC-IN-45251,LOC-IN-00349,239,0.000786,2
35719-23089,LOC-IN-35719,LOC-IN-23089,2090,0.00073,3
30728-49837,LOC-IN-30728,LOC-IN-49837,1651,0.000158,4
39021-02994,LOC-IN-39021,LOC-IN-02994,2498,0.000605,1
43654-40478,LOC-IN-43654,LOC-IN-40478,2252,0.00068,8
45015-20943,LOC-IN-45015,LOC-IN-20943,2743,0.000437,10
27245-24641,LOC-IN-27245,LOC-IN-24641,2186,0.000591,5
42344-44315,LOC-IN-42344,LOC-IN-44315,2164,0.000255,10
18119-11501,LOC-IN-18119,LOC-IN-11501,1501,0.000101,5
05620-29511,LOC-IN-05620,LOC-IN-29511,2319,0.00082,2
09118-39058,LOC-IN-09118,LOC-IN-39058,2548,0.000368,2
11465-35385,LOC-IN-11465,LOC-IN-35385,2117,0.000936,3
35116-21517,LOC-IN-35116,LOC-IN-21517,1722,0.00073,2
31090-11485,LOC-IN-31090,LOC-IN-11485,1809,0.000299,5
35569-29411,LOC-IN-35569,LOC-IN-29411,459,0.000177,6
48585-39905,LOC-IN-48585,LOC-IN-39905,1089,0.000672,9
15393-45271,LOC-IN-15393,LOC-IN-45271,1891,0.000684,6
26498-42626,LOC-IN-26498,LOC-IN-42626,2547,0.000913,2
33221-17132,LOC-IN-33221,LOC-IN-17132,2321,0.000513,7
09203-33746,LOC-IN-09203,LOC-IN-33746,1679,0.000806,3
34289-09234,LOC-IN-34289,LOC-IN-09234,168,0.000371,2
28090-15212,LOC-IN-28090,LOC-IN-15212,495,0.000167,5
01797-22287,LOC-IN-01797,LOC-IN-22287,920,0.000767,4
31848-21088,LOC-IN-31848,LOC-IN-21088,1770,0.000517,8
47057-47274,LOC-IN-47057,LOC-IN-47274,207,0.000361,9
12758-43210,LOC-IN-12758,LOC-IN-43210,2554,0.0001,3
47353-12175,LOC-IN-47353,LOC-IN-12175,2581,0.000696,3
16064-27593,LOC-IN-16064,LOC-IN-27593,580,0.000512,4
49239-45668,LOC-IN-49239,LOC-IN-45668,2648,0.000533,7
36382-23378,LOC-IN-36382,LOC-IN-23378,2732,0.000644,1
09726-30587,LOC-IN-09726,LOC-IN-30587,2265,0.000203,3
24889-08332,LOC-IN-24889,LOC-IN-08332,2874,0.000589,3
42538-00695,LOC-IN-42538,LOC-IN-00695,1907,0.000151,1
04545-05666,LOC-IN-04545,LOC-IN-05666,389,0.000421,6
15729-19379,LOC-IN-15729,LOC-IN-19379,1375,0.000272,9
24765-29178,LOC-IN-24765,LOC-IN-29178,923,0.000974,2
18958-34996,LOC-IN-18958,LOC-IN-34996,2334,0.00029,10
28845-07296,LOC-IN-28845,LOC-IN-07296,2460,0.000621,8
42240-14377,LOC-IN-42240,LOC-IN-14377,1882,0.00084,5
12942-48544,LOC-IN-12942,LOC-IN-48544,1728,0.000638,2
14786-29728,LOC-IN-14786,LOC-IN-29728,1250,0.000194,2
38327-37785,LOC-IN-38327,LOC-IN-37785,361,0.0007,1
01788-40134,LOC-IN-01788,LOC-IN-40134,283,0.000129,8
46635-49186,LOC-IN-46635,LOC-IN-49186,1554,0.000656,2
31460-45097,LOC-IN-31460,LOC-IN-45097,1910,0.000325,3
17743-42305,LOC-IN-17743,LOC-IN-42305,943,0.000833,4
24553-23615,LOC-IN-24553,LOC-IN-23615,911,0.000323,6
25799-14389,LOC-IN-25799,LOC-IN-14389,2888,0.000241,9
28276-18637,LOC-IN-28276,LOC-IN-18637,909,0.00042,10
13741-21319,LOC-IN-13741,LOC-IN-21319,2040,0.000434,6
13780-08926,LOC-IN-13780,LOC-IN-08926,1151,0.000581,1
36888-16420,LOC-IN-36888,LOC-IN-16420,1813,0.000864,3
40389-08872,LOC-IN-40389,LOC-IN-08872,144,0.000166,9
33043-12724,LOC-IN-33043,LOC-IN-12724,1679,0.000198,9
49037-22290,LOC-IN-49037,LOC-IN-22290,478,0.000736,10
20738-37086,LOC-IN-20738,LOC-IN-37086,1034,0.000813,2
01132-18643,LOC-IN-01132,LOC-IN-18643,1706,0.000353,7
08636-23280,LOC-IN-08636,LOC-IN-23280,1187,0.000842,5
01263-44721,LOC-IN-01263,LOC-IN-44721,1756,0.000222,2
34561-48915,LOC-IN-34561,LOC-IN-48915,1146,0.000321,5
46665-05261,LOC-IN-46665,LOC-IN-05261,403,0.000221,2
12185-05684,LOC-IN-12185,LOC-IN-05684,1092,0.000725,3
00219-40937,LOC-IN-00219,LOC-IN-40937,1402,0.000894,4
06003-14795,LOC-IN-06003,LOC-IN-14795,376,0.000538,3
14278-41768,LOC-IN-14278,LOC-IN-41768,2462,0.000871,9
17999-07475,LOC-IN-17999,LOC-IN-07475,2054,0.000624,4
03218-16142,LOC-IN-03218,LOC-IN-16142,1220,0.00035,5
06710-41561,LOC-IN-06710,LOC-IN-41561,2948,0.000435,2
09476-01495,LOC-IN-09476,LOC-IN-01495,434,0.000974,3
42877-26906,LOC-IN-42877,LOC-IN-26906,1919,0.000196,9
28955-07736,LOC-IN-28955,LOC-IN-07736,1233,0.000283,6
49439-10546,LOC-IN-49439,LOC-IN-10546,236,0.000298,7
29587-16878,LOC-IN-29587,LOC-IN-16878,1414,0.000593,8
27421-14781,LOC-IN-27421,LOC-IN-14781,2673,0.00027,3
31105-10866,LOC-IN-31105,LOC-IN-10866,1718,0.000549,5
31469-22123,LOC-IN-31469,LOC-IN-22123,2731,0.000432,7
27430-13366,LOC-IN-27430,LOC-IN-13366,1613,0.000213,2
10729-31734,LOC-IN-10729,LOC-IN-31734,2119,0.000683,9
18847-28995,LOC-IN-18847,LOC-IN-28995,1669,0.000276,5
35082-42829,LOC-IN-35082,LOC-IN-42829,2011,0.000202,2
20537-43360,LOC-IN-20537,LOC-IN-43360,2930,0.000163,10
17740-15538,LOC-IN-17740,LOC-IN-15538,1560,0.000787,7
34902-49356,LOC-IN-34902,LOC-IN-49356,484,0.000802,6
25902-48703,LOC-IN-25902,LOC-IN-48703,510,0.000219,4
23820-33261,LOC-IN-23820,LOC-IN-33261,2872,0.000584,5
43358-08254,LOC-IN-43358,LOC-IN-08254,2393,0.000768,4
44068-22028,LOC-IN-44068,LOC-IN-22028,1224,0.000367,5
29311-14611,LOC-IN-29311,LOC-IN-14611,819,0.000854,5
12204-45998,LOC-IN-12204,LOC-IN-45998,1804,0.000161,6
37891-22101,LOC-IN-37891,LOC-IN-22101,1338,0.000579,7
01553-41764,LOC-IN-01553,LOC-IN-41764,2341,0.000305,8
24316-48406,LOC-IN-24316,LOC-IN-48406,1307,0.000604,9
15620-17598,LOC-IN-15620,LOC-IN-17598,2173,0.000872,1
26162-46396,LOC-IN-26162,LOC-IN-46396,2595,0.000208,10
02989-21962,LOC-IN-02989,LOC-IN-21962,310,0.000117,7
25904-29786,LOC-IN-25904,LOC-IN-29786,889,0.000612,8
16430-38793,LOC-IN-16430,LOC-IN-38793,2208,0.000779,1
46630-21391,LOC-IN-46630,LOC-IN-21391,1708,0.000298,8
19879-09164,LOC-IN-19879,LOC-IN-09164,634,0.000409,5
01675-43161,LOC-IN-01675,LOC-IN-43161,733,0.000743,4
45076-21834,LOC-IN-45076,LOC-IN-21834,2142,0.000411,2
37229-18520,LOC-IN-37229,LOC-IN-18520,2313,0.000487,6
29446-22087,LOC-IN-29446,LOC-IN-22087,444,0.000796,8
31931-39756,LOC-IN-31931,LOC-IN-39756,1981,0.000299,10
23599-35819,LOC-IN-23599,LOC-IN-35819,2683,0.000238,7
12503-04609,LOC-IN-12503,LOC-IN-04609,245,0.000755,1
40257-31271,LOC-IN-40257,LOC-IN-31271,797,0.000632,5
02279-43217,LOC-IN-02279,LOC-IN-43217,745,0.00053,6
23817-06519,LOC-IN-23817,LOC-IN-06519,1772,0.000356,8
24300-00230,LOC-IN-24300,LOC-IN-00230,1365,0.000435,6
40184-15579,LOC-IN-40184,LOC-IN-15579,2837,0.000218,2
03931-11022,LOC-IN-03931,LOC-IN-11022,2604,0.00082,8
30361-13790,LOC-IN-30361,LOC-IN-13790,2481,0.000793,5
33649-32879,LOC-IN-33649,LOC-IN-32879,1904,0.000162,6
13616-05661,LOC-IN-13616,LOC-IN-05661,1286,0.000835,6
09879-48494,LOC-IN-09879,LOC-IN-48494,2154,0.000613,5
13644-07763,LOC-IN-13644,LOC-IN-07763,839,0.000236,1
43300-10846,LOC-IN-43300,LOC-IN-10846,1414,0.000157,5
47528-20883,LOC-IN-47528,LOC-IN-20883,566,0.000431,5
44901-47900,LOC-IN-44901,LOC-IN-47900,2055,0.000624,2
14915-10441,LOC-IN-14915,LOC-IN-10441,484,0.000741,1
43229-44070,LOC-IN-43229,LOC-IN-44070,669,0.000812,8
11539-43516,LOC-IN-11539,LOC-IN-43516,851,0.000929,9
21600-01048,LOC-IN-21600,LOC-IN-01048,2555,0.000789,4
18518-22940,LOC-IN-18518,LOC-IN-22940,1120,0.000511,10
48325-27610,LOC-IN-48325,LOC-IN-27610,1697,0.000699,1
23187-33102,LOC-IN-23187,LOC-IN-33102,332,0.000372,6
02419-49636,LOC-IN-02419,LOC-IN-49636,183,0.000617,7
29183-03882,LOC-IN-29183,LOC-IN-03882,2103,0.000854,5
16480-37690,LOC-IN-16480,LOC-IN-37690,173,0.000443,4
37958-39358,LOC-IN-37958,LOC-IN-39358,1813,0.000323,3
01019-07531,LOC-IN-01019,LOC-IN-07531,682,0.000263,8
45650-16938,LOC-IN-45650,LOC-IN-16938,2926,0.000286,1
09895-34167,LOC-IN-09895,LOC-IN-34167,1456,0.000224,10
06753-47653,LOC-IN-06753,LOC-IN-47653,2627,0.000192,5
24360-44271,LOC-IN-24360,LOC-IN-44271,2210,0.000378,10
46865-39728,LOC-IN-46865,LOC-IN-39728,1792,0.000201,6
16919-26046,LOC-IN-16919,LOC-IN-26046,2951,0.000154,3
19019-01373,LOC-IN-19019,LOC-IN-01373,279,0.000745,2
28363-23359,LOC-IN-28363,LOC-IN-23359,2492,0.000656,2
06817-21332,LOC-IN-06817,LOC-IN-21332,1070,0.000837,6
19288-36384,LOC-IN-19288,LOC-IN-36384,232,0.000683,8
37651-29747,LOC-IN-37651,LOC-IN-29747,2306,0.000794,8
43126-01609,LOC-IN-43126,LOC-IN-01609,597,0.000857,8
22878-48401,LOC-IN-22878,LOC-IN-48401,2895,0.000619,4
27143-26430,LOC-IN-27143,LOC-IN-26430,1918,0.000469,1
18356-20523,LOC-IN-18356,LOC-IN-20523,266,0.000534,8
35975-44157,LOC-IN-35975,LOC-IN-44157,2661,0.000803,1
21500-07703,LOC-IN-21500,LOC-IN-07703,2804,0.000566,10
36761-40460,LOC-IN-36761,LOC-IN-40460,2800,0.000501,6
18116-25032,LOC-IN-18116,LOC-IN-25032,2097,0.00036,6
06198-08335,LOC-IN-06198,LOC-IN-08335,876,0.000605,9
49346-47136,LOC-IN-49346,LOC-IN-47136,2618,0.000849,9
29346-28213,LOC-IN-29346,LOC-IN-28213,1154,0.000884,2
47503-45774,LOC-IN-47503,LOC-IN-45774,1342,0.000389,2
07063-02164,LOC-IN-07063,LOC-IN-02164,2021,0.000928,4
17765-24396,LOC-IN-17765,LOC-IN-24396,1987,0.00014,3
41199-33023,LOC-IN-41199,LOC-IN-33023,2716,0.000142,9
35322-25927,LOC-IN-35322,LOC-IN-25927,1191,0.000511,10
37542-27503,LOC-IN-37542,LOC-IN-27503,933,0.000902,10
24190-17717,LOC-IN-24190,LOC-IN-17717,1487,0.000409,9
24263-03404,LOC-IN-24263,LOC-IN-03404,676,0.000443,4
36795-45581,LOC-IN-36795,LOC-IN-45581,1546,0.00039,5
29552-32981,LOC-IN-29552,LOC-IN-32981,621,0.000872,3
04348-23019,LOC-IN-04348,LOC-IN-23019,2171,0.000951,5
34809-08320,LOC-IN-34809,LOC-IN-08320,2310,0.000916,7
39611-11435,LOC-IN-39611,LOC-IN-11435,2151,0.000855,5
01147-45590,LOC-IN-01147,LOC-IN-45590,1466,0.00077,1
02931-10325,LOC-IN-02931,LOC-IN-10325,2341,0.00083,6
39436-08067,LOC-IN-39436,LOC-IN-08067,1413,0.000646,3
21265-07385,LOC-IN-21265,LOC-IN-07385,2069,0.000767,9
41142-24552,LOC-IN-41142,LOC-IN-24552,1161,0.00013,3
02493-41408,LOC-IN-02493,LOC-IN-41408,1981,0.000829,3
48370-48213,LOC-IN-48370,LOC-IN-48213,1139,0.000335,8
46502-04111,LOC-IN-46502,LOC-IN-04111,1831,0.000647,6
07834-21105,LOC-IN-07834,LOC-IN-21105,1325,0.00098,3
40169-43973,LOC-IN-40169,LOC-IN-43973,2983,0.000867,2
26955-47122,LOC-IN-26955,LOC-IN-47122,1501,0.000601,4
12187-01821,LOC-IN-12187,LOC-IN-01821,1437,0.000266,1
00697-06898,LOC-IN-00697,LOC-IN-06898,2589,0.000951,8
33665-11611,LOC-IN-33665,LOC-IN-11611,2699,0.000662,10
46430-02411,LOC-IN-46430,LOC-IN-02411,1408,0.000709,6
19526-47116,LOC-IN-19526,LOC-IN-47116,565,0.000966,6
07121-15991,LOC-IN-07121,LOC-IN-15991,2655,0.000249,9
12816-33394,LOC-IN-12816,LOC-IN-33394,2523,0.000309,6
18816-09693,LOC-IN-18816,LOC-IN-09693,1545,0.000888,3
37703-14796,LOC-IN-37703,LOC-IN-14796,585,0.000789,8
18584-25121,LOC-IN-18584,LOC-IN-25121,749,0.000795,8
25214-28178,LOC-IN-25214,LOC-IN-28178,1129,0.000745,3
32927-00496,LOC-IN-32927,LOC-IN-00496,2919,0.000655,5
11226-42674,LOC-IN-11226,LOC-IN-42674,2488,0.000586,10
00563-19068,LOC-IN-00563,LOC-IN-19068,2602,0.000329,8
30932-13114,LOC-IN-30932,LOC-IN-13114,770,0.000715,8
43398-16623,LOC-IN-43398,LOC-IN-16623,1571,0.00027,1
21521-18487,LOC-IN-21521,LOC-IN-18487,2919,0.000425,8
35586-07772,LOC-IN-35586,LOC-IN-07772,287,0.000858,8
29655-08141,LOC-IN-29655,LOC-IN-08141,1840,0.00086,5
47196-21135,LOC-IN-47196,LOC-IN-21135,2810,0.000266,1
09682-04166,LOC-IN-09682,LOC-IN-04166,2809,0.000553,4
30785-19103,LOC-IN-30785,LOC-IN-19103,2261,0.000215,1
48273-08344,LOC-IN-48273,LOC-IN-08344,926,0.000711,1
32071-09582,LOC-IN-32071,LOC-IN-09582,703,0.000399,6
01612-02051,LOC-IN-01612,LOC-IN-02051,2159,0.000346,6
25642-33684,LOC-IN-25642,LOC-IN-33684,854,0.000996,6
20537-45166,LOC-IN-20537,LOC-IN-45166,533,0.000758,5
12246-38322,LOC-IN-12246,LOC-IN-38322,2547,0.000472,6
18581-10143,LOC-IN-18581,LOC-IN-10143,915,0.000726,10
10768-07935,LOC-IN-10768,LOC-IN-07935,628,0.00086,6
14420-39159,LOC-IN-14420,LOC-IN-39159,2057,0.000612,4
43584-47061,LOC-IN-43584,LOC-IN-47061,1856,0.000988,6
42331-06077,LOC-IN-42331,LOC-IN-06077,2322,0.000363,7
14434-02778,LOC-IN-14434,LOC-IN-02778,1997,0.000482,1
12990-27776,LOC-IN-12990,LOC-IN-27776,2216,0.000116,5
32268-22528,LOC-IN-32268,LOC-IN-22528,255,0.000566,5
36841-48074,LOC-IN-36841,LOC-IN-48074,2554,0.000104,7
41379-37029,LOC-IN-41379,LOC-IN-37029,340,0.000803,3
31067-03980,LOC-IN-31067,LOC-IN-03980,1988,0.000992,4
04055-02253,LOC-IN-04055,LOC-IN-02253,2979,0.00046,8
13236-32244,LOC-IN-13236,LOC-IN-32244,782,0.000784,3
25339-33555,LOC-IN-25339,LOC-IN-33555,626,0.000938,2
33599-18636,LOC-IN-33599,LOC-IN-18636,1025,0.000524,1
44887-38689,LOC-IN-44887,LOC-IN-38689,492,0.000228,5
44965-11360,LOC-IN-44965,LOC-IN-11360,1933,0.00029,6
25538-45748,LOC-IN-25538,LOC-IN-45748,2927,0.000602,7
11789-35125,LOC-IN-11789,LOC-IN-35125,1816,0.00072,10
45612-19873,LOC-IN-45612,LOC-IN-19873,2765,0.000855,9
41100-19212,LOC-IN-41100,LOC-IN-19212,1916,0.000379,5
10311-19913,LOC-IN-10311,LOC-IN-19913,1392,0.000862,3
42893-30524,LOC-IN-42893,LOC-IN-30524,1835,0.000634,10
36387-47055,LOC-IN-36387,LOC-IN-47055,2798,0.000569,9
44950-03819,LOC-IN-44950,LOC-IN-03819,540,0.000113,6
10313-34731,LOC-IN-10313,LOC-IN-34731,234,0.000849,1
16681-36979,LOC-IN-16681,LOC-IN-36979,991,0.000849,3
06120-01096,LOC-IN-06120,LOC-IN-01096,2103,0.000744,4
38219-15326,LOC-IN-38219,LOC-IN-15326,773,0.000743,7
45878-47113,LOC-IN-45878,LOC-IN-47113,1027,0.000651,6
19126-39320,LOC-IN-19126,LOC-IN-39320,1022,0.000612,9
34182-18474,LOC-IN-34182,LOC-IN-18474,1188,0.000289,4
30292-42015,LOC-IN-30292,LOC-IN-42015,591,0.000333,10
33279-14707,LOC-IN-33279,LOC-IN-14707,2340,0.000585,1
44790-40604,LOC-IN-44790,LOC-IN-40604,2864,0.000827,1
28610-46206,LOC-IN-28610,LOC-IN-46206,1528,0.000246,9
37363-12945,LOC-IN-37363,LOC-IN-12945,2811,0.000747,2
29472-31490,LOC-IN-29472,LOC-IN-31490,2842,0.000305,8
27750-14922,LOC-IN-27750,LOC-IN-14922,567,0.000494,7
19102-12486,LOC-IN-19102,LOC-IN-12486,2420,0.000101,6
44575-43149,LOC-IN-44575,LOC-IN-43149,1888,0.000374,1
13347-31714,LOC-IN-13347,LOC-IN-31714,2736,0.000711,8
10673-49035,LOC-IN-10673,LOC-IN-49035,395,0.000119,2
18793-28219,LOC-IN-18793,LOC-IN-28219,505,0.000124,2
29713-18595,LOC-IN-29713,LOC-IN-18595,1040,0.000286,3
39257-18634,LOC-IN-39257,LOC-IN-18634,1765,0.000884,8
19028-46067,LOC-IN-19028,LOC-IN-46067,957,0.00049,3
38172-20029,LOC-IN-38172,LOC-IN-20029,2067,0.000547,2
45375-06073,LOC-IN-45375,LOC-IN-06073,1776,0.000479,9
16276-26146,LOC-IN-16276,LOC-IN-26146,2571,0.000984,7
12860-48250,LOC-IN-12860,LOC-IN-48250,874,0.000627,8
16261-11379,LOC-IN-16261,LOC-IN-11379,2852,0.00043,5
22015-00600,LOC-IN-22015,LOC-IN-00600,103,0.000258,5
48719-23197,LOC-IN-48719,LOC-IN-23197,196,0.000123,5
30043-16592,LOC-IN-30043,LOC-IN-16592,1847,0.000411,7
38802-14128,LOC-IN-38802,LOC-IN-14128,2948,0.000941,9
29155-16661,LOC-IN-29155,LOC-IN-16661,1523,0.000247,6
09349-43466,LOC-IN-09349,LOC-IN-43466,116,0.000386,9
34581-14266,LOC-IN-34581,LOC-IN-14266,2373,0.000406,8
33949-15622,LOC-IN-33949,LOC-IN-15622,1155,0.000455,4
49162-25374,LOC-IN-49162,LOC-IN-25374,2789,0.000384,3
25941-16703,LOC-IN-25941,LOC-IN-16703,940,0.000399,5
22829-37394,LOC-IN-22829,LOC-IN-37394,1949,0.000577,4
47656-10831,LOC-IN-47656,LOC-IN-10831,2146,0.000539,10
49106-47149,LOC-IN-49106,LOC-IN-47149,2213,0.000104,10
03700-30691,LOC-IN-03700,LOC-IN-30691,1912,0.000132,3
38937-26536,LOC-IN-38937,LOC-IN-26536,2291,0.000976,7
12256-31308,LOC-IN-12256,LOC-IN-31308,1329,0.000176,8
29756-04834,LOC-IN-29756,LOC-IN-04834,2845,0.00096,5
18561-03646,LOC-IN-18561,LOC-IN-03646,1750,0.000276,1
08071-01977,LOC-IN-08071,LOC-IN-01977,1608,0.000872,1
20345-24657,LOC-IN-20345,LOC-IN-24657,2491,0.00039,2
03564-29888,LOC-IN-03564,LOC-IN-29888,975,0.000895,2
29834-42817,LOC-IN-29834,LOC-IN-42817,2431,0.000514,9
31220-40241,LOC-IN-31220,LOC-IN-40241,1374,0.000337,8
24873-30343,LOC-IN-24873,LOC-IN-30343,2770,0.000668,1
09498-39351,LOC-IN-09498,LOC-IN-39351,795,0.000103,6
14125-14223,LOC-IN-14125,LOC-IN-14223,2751,0.000938,2
41611-36560,LOC-IN-41611,LOC-IN-36560,1177,0.000105,10
12796-16482,LOC-IN-12796,LOC-IN-16482,1446,0.000211,2
02464-19745,LOC-IN-02464,LOC-IN-19745,418,0.000877,3
40650-35915,LOC-IN-40650,LOC-IN-35915,2313,0.000599,8
23849-43040,LOC-IN-23849,LOC-IN-43040,304,0.000128,5
00222-00068,LOC-IN-00222,LOC-IN-00068,2734,0.000726,5
19553-30299,LOC-IN-19553,LOC-IN-30299,1843,0.000772,5
11421-26302,LOC-IN-11421,LOC-IN-26302,1542,0.000257,4
23725-00048,LOC-IN-23725,LOC-IN-00048,2106,0.000724,4
23712-38436,LOC-IN-23712,LOC-IN-38436,2634,0.000269,5
06312-14028,LOC-IN-06312,LOC-IN-14028,1014,0.000773,7
43799-39625,LOC-IN-43799,LOC-IN-39625,232,0.000639,7
28642-20569,LOC-IN-28642,LOC-IN-20569,1229,0.000189,6
17823-11049,LOC-IN-17823,LOC-IN-11049,471,0.000539,3
04312-11868,LOC-IN-04312,LOC-IN-11868,1773,0.000588,3
21957-07174,LOC-IN-21957,LOC-IN-07174,830,0.000255,8
27946-23247,LOC-IN-27946,LOC-IN-23247,2809,0.000118,8
32718-41391,LOC-IN-32718,LOC-IN-41391,2682,0.000132,10
19881-22185,LOC-IN-19881,LOC-IN-22185,1382,0.000335,2
29469-16781,LOC-IN-29469,LOC-IN-16781,2058,0.000773,9
37845-20917,LOC-IN-37845,LOC-IN-20917,2244,0.000411,9
01816-25892,LOC-IN-01816,LOC-IN-25892,2992,0.00092,8
21459-29979,LOC-IN-21459,LOC-IN-29979,920,0.000871,4
43523-32673,LOC-IN-43523,LOC-IN-32673,2734,0.000683,1
39883-03038,LOC-IN-39883,LOC-IN-03038,552,0.000115,10
40874-11863,LOC-IN-40874,LOC-IN-11863,2307,0.000719,2
18406-37152,LOC-IN-18406,LOC-IN-37152,1579,0.000819,7
14697-40382,LOC-IN-14697,LOC-IN-40382,1312,0.000439,8
19765-03381,LOC-IN-19765,LOC-IN-03381,1978,0.00031,4
32890-32691,LOC-IN-32890,LOC-IN-32691,2248,0.000821,5
14398-35245,LOC-IN-14398,LOC-IN-35245,334,0.000227,4
01555-42165,LOC-IN-01555,LOC-IN-42165,1044,0.000231,1
37409-17727,LOC-IN-37409,LOC-IN-17727,2626,0.000955,3
28201-10980,LOC-IN-28201,LOC-IN-10980,722,0.000356,7
44213-21178,LOC-IN-44213,LOC-IN-21178,1123,0.000562,4
14299-16117,LOC-IN-14299,LOC-IN-16117,455,0.000741,9
10581-25930,LOC-IN-10581,LOC-IN-25930,847,0.00063,2
18192-01843,LOC-IN-18192,LOC-IN-01843,1615,0.000389,8
48217-20929,LOC-IN-48217,LOC-IN-20929,1840,0.000434,4
05349-10986,LOC-IN-05349,LOC-IN-10986,2856,0.000906,8
37203-27659,LOC-IN-37203,LOC-IN-27659,1119,0.000758,10
27061-24246,LOC-IN-27061,LOC-IN-24246,1026,0.000201,4
03590-04733,LOC-IN-03590,LOC-IN-04733,2888,0.000145,3
28056-33236,LOC-IN-28056,LOC-IN-33236,216,0.000876,2
20678-24652,LOC-IN-20678,LOC-IN-24652,2849,0.000349,10
17789-18832,LOC-IN-17789,LOC-IN-18832,1764,0.000597,3
43293-35820,LOC-IN-43293,LOC-IN-35820,2052,0.000435,9
27515-26453,LOC-IN-27515,LOC-IN-26453,650,0.000261,6
36872-40343,LOC-IN-36872,LOC-IN-40343,2636,0.000641,2
27767-01167,LOC-IN-27767,LOC-IN-01167,794,0.000847,10
40463-28534,LOC-IN-40463,LOC-IN-28534,1733,0.000931,5
28308-00902,LOC-IN-28308,LOC-IN-00902,869,0.000839,4
07575-33521,LOC-IN-07575,LOC-IN-33521,2923,0.000245,7
30698-22581,LOC-IN-30698,LOC-IN-22581,1358,0.000225,9
42978-10586,LOC-IN-42978,LOC-IN-10586,2861,0.000921,9
30561-47790,LOC-IN-30561,LOC-IN-47790,1771,0.000584,8
48172-26015,LOC-IN-48172,LOC-IN-26015,825,0.0001,2
18957-12819,LOC-IN-18957,LOC-IN-12819,2608,0.000975,8
24030-21912,LOC-IN-24030,LOC-IN-21912,1121,0.00031,1
11764-30525,LOC-IN-11764,LOC-IN-30525,2457,0.000938,7
03539-23314,LOC-IN-03539,LOC-IN-23314,2698,0.000421,3
31480-17916,LOC-IN-31480,LOC-IN-17916,563,0.000936,2
21968-23444,LOC-IN-21968,LOC-IN-23444,234,0.000677,6
36891-35623,LOC-IN-36891,LOC-IN-35623,393,0.00098,4
